area_type,location,bath,price,bhk,area,price_per_sqft
Super built-up  Area,Jakkur,3.0,104.0,3,1660.0,6265.060240963855
Super built-up  Area,Jakkur,2.0,75.0,2,1291.0,5809.450038729667
Super built-up  Area,Jakkur,2.0,85.0,2,1473.0,5770.536320434488
Super built-up  Area,Jakkur,3.0,72.0,3,1485.0,4848.484848484848
Super built-up  Area,Jakkur,3.0,104.0,3,1660.0,6265.060240963855
Super built-up  Area,Jakkur,3.0,131.0,3,1950.0,6717.948717948718
Super built-up  Area,Jakkur,2.0,85.0,2,1432.0,5935.754189944134
Super built-up  Area,Jakkur,3.0,65.0,3,1150.0,5652.173913043478
Super built-up  Area,Jakkur,3.0,110.0,3,1710.0,6432.748538011696
Super built-up  Area,Jakkur Plantation,3.0,105.0,3,1765.0,5949.008498583569
Super built-up  Area,Jakkur Plantation,3.0,120.0,3,1717.0,6988.934187536401
Built-up  Area,Jakkur Plantation,4.0,115.0,3,1800.0,6388.888888888889
Super built-up  Area,Jakkur Plantation,3.0,110.0,3,1719.0,6399.069226294358
Super built-up  Area,Jakkur Plantation,2.0,87.0,2,1368.0,6359.649122807017
Super built-up  Area,Jakkuru Layout,2.0,55.7,2,1340.0,4156.7164179104475
Super built-up  Area,Jakkuru Layout,2.0,54.0,2,1200.0,4500.0
Super built-up  Area,Jakkuru Layout,2.0,54.0,2,1200.0,4500.0
Super built-up  Area,Jakkuru Layout,2.0,54.0,2,1200.0,4500.0
Super built-up  Area,Jalahalli,3.0,77.0,3,1400.0,5500.0
Super built-up  Area,Jalahalli,3.0,160.0,3,2250.0,7111.111111111111
Super built-up  Area,Jalahalli,2.0,125.0,2,1694.0,7378.984651711924
Built-up  Area,Jalahalli,3.0,110.0,3,1870.0,5882.35294117647
Built-up  Area,Jalahalli,1.0,80.0,2,1400.0,5714.285714285715
Super built-up  Area,Jalahalli,2.0,76.77,2,1045.0,7346.411483253589
Super built-up  Area,Jalahalli,3.0,89.75,3,1615.0,5557.275541795666
Super built-up  Area,Jalahalli,3.0,155.0,3,2113.0,7335.541883577851
Super built-up  Area,Jalahalli,4.0,135.0,3,1932.0,6987.577639751553
Super built-up  Area,Jalahalli,2.0,58.0,2,1045.0,5550.239234449761
Plot  Area,Jalahalli,4.0,90.0,4,1200.0,7500.0
Super built-up  Area,Jalahalli,2.0,52.0,2,1020.0,5098.0392156862745
Super built-up  Area,Jalahalli,4.0,165.0,3,2384.0,6921.140939597315
Super built-up  Area,Jalahalli,2.0,49.5,2,790.0,6265.822784810127
Built-up  Area,Jalahalli,3.0,82.0,3,1395.0,5878.136200716845
Built-up  Area,Jalahalli,3.0,100.0,3,1770.0,5649.717514124294
Super built-up  Area,Jalahalli,3.0,118.0,3,1569.0,7520.713830465264
Plot  Area,Jalahalli,1.0,37.0,1,600.0,6166.666666666667
Super built-up  Area,Jalahalli,1.0,46.0,1,615.0,7479.674796747968
Super built-up  Area,Jalahalli,3.0,138.0,3,2404.0,5740.432612312812
Super built-up  Area,Jalahalli,2.0,55.0,2,905.0,6077.348066298343
Built-up  Area,Jalahalli,2.0,70.0,2,1000.0,7000.0
Super built-up  Area,Jalahalli,1.0,46.0,1,615.0,7479.674796747968
Super built-up  Area,Jalahalli,3.0,94.36,3,1704.0,5537.55868544601
Super built-up  Area,Jalahalli,2.0,102.0,3,1470.0,6938.775510204082
Super built-up  Area,Jalahalli,2.0,88.0,2,1244.0,7073.954983922829
Built-up  Area,Jalahalli,2.0,98.49,2,1407.0,7000.0
Super built-up  Area,Jalahalli,2.0,66.0,1,1200.0,5500.0
Super built-up  Area,Jalahalli,2.0,89.0,3,1530.0,5816.993464052288
Super built-up  Area,Jalahalli,2.0,76.77,2,1045.0,7346.411483253589
Super built-up  Area,Jalahalli,4.0,100.0,3,1575.0,6349.206349206349
Super built-up  Area,Jalahalli,3.0,160.0,3,2086.0,7670.182166826462
Built-up  Area,Jalahalli,2.0,60.0,3,980.0,6122.448979591837
Super built-up  Area,Jalahalli,2.0,68.0,2,1313.0,5178.979436405179
Super built-up  Area,Jalahalli,3.0,115.0,3,1881.0,6113.769271664009
Super built-up  Area,Jalahalli,2.0,85.0,3,1405.0,6049.82206405694
Super built-up  Area,Jalahalli East,1.0,40.0,1,750.0,5333.333333333333
Super built-up  Area,Jalahalli East,2.0,60.0,3,1260.0,4761.9047619047615
Super built-up  Area,Jalahalli East,2.0,58.0,2,1020.0,5686.274509803921
Super built-up  Area,Jalahalli East,2.0,63.0,3,1300.0,4846.153846153846
Super built-up  Area,Jalahalli East,2.0,52.0,2,1010.0,5148.514851485149
Super built-up  Area,Jalahalli East,2.0,52.0,2,1010.0,5148.514851485149
Super built-up  Area,Jalahalli West,1.0,25.0,1,469.0,5330.490405117271
Super built-up  Area,Jalahalli West,2.0,62.0,2,1250.0,4960.0
Super built-up  Area,Jalahalli West,2.0,75.0,2,1355.0,5535.055350553505
Super built-up  Area,Jalahalli West,2.0,36.0,2,745.0,4832.214765100671
Super built-up  Area,Janatha Colony,2.0,57.6,2,1100.0,5236.363636363636
Carpet  Area,Jaya Mahal layout,3.0,175.0,3,1650.0,10606.060606060606
Built-up  Area,Jayamahal,3.0,220.0,3,1800.0,12222.222222222223
Built-up  Area,Jayamahal,2.0,70.0,2,1175.0,5957.446808510638
Super built-up  Area,Jayamahal Extension,4.0,400.0,4,2250.0,17777.777777777777
Super built-up  Area,Jayanagar,3.0,375.0,3,3095.0,12116.316639741519
Built-up  Area,Jayanagar,2.0,235.0,3,1875.0,12533.333333333334
Built-up  Area,Jayanagar,2.0,110.0,2,900.0,12222.222222222223
Super built-up  Area,Jayanagar,2.0,110.0,2,1036.0,10617.760617760618
Plot  Area,Jayanti Nagar,3.0,70.0,2,1200.0,5833.333333333333
Built-up  Area,Jayanti Nagar,2.0,37.49,2,760.0,4932.894736842105
Super built-up  Area,Jeevan bima nagar,3.0,120.0,3,1740.0,6896.551724137931
Built-up  Area,Jeevan bima nagar,2.0,125.0,2,984.0,12703.252032520326
Super built-up  Area,Jigani,3.0,55.0,3,1252.0,4392.97124600639
Super built-up  Area,Jigani,2.0,52.0,2,918.0,5664.488017429194
Super built-up  Area,Jigani,2.0,48.0,2,918.0,5228.75816993464
Super built-up  Area,Jigani,3.0,54.0,3,1230.0,4390.243902439024
Built-up  Area,Jigani,2.0,47.0,2,914.0,5142.231947483589
Super built-up  Area,Jigani,2.0,55.0,2,927.0,5933.117583603021
Super built-up  Area,Jigani,2.0,46.0,2,920.0,5000.0
Plot  Area,Jigani,4.0,130.0,3,2400.0,5416.666666666667
Super built-up  Area,Jigani,2.0,45.0,2,918.0,4901.9607843137255
Super built-up  Area,Jigani,2.0,63.2,2,918.0,6884.531590413943
Super built-up  Area,Jigani,2.0,43.0,2,933.0,4608.788853161844
Super built-up  Area,Jigani,2.0,55.0,2,918.0,5991.285403050109
Plot  Area,Jigani,3.0,149.0,3,2400.0,6208.333333333333
Built-up  Area,Jigani,2.0,44.0,2,937.0,4695.837780149413
Super built-up  Area,Jigani,3.0,61.0,3,1252.0,4872.20447284345
Super built-up  Area,Jigani,2.0,50.0,2,923.0,5417.118093174431
Built-up  Area,Jigani,3.0,58.0,3,1250.0,4640.0
Super built-up  Area,Jigani,3.0,63.0,3,1252.0,5031.948881789137
Super built-up  Area,Jigani,3.0,72.0,3,1221.0,5896.805896805897
Built-up  Area,Jigani,2.0,49.0,2,918.0,5337.690631808279
Super built-up  Area,Jigani,3.0,52.0,3,1221.0,4258.804258804259
Super built-up  Area,Jigani,2.0,49.0,2,914.0,5361.050328227571
Super built-up  Area,Jigani,2.0,50.0,2,918.0,5446.623093681917
Built-up  Area,Jigani,3.0,65.0,3,1200.0,5416.666666666667
Super built-up  Area,Jigani,2.0,55.0,2,914.0,6017.505470459519
Super built-up  Area,Jigani,3.0,65.0,3,1352.0,4807.692307692308
Super built-up  Area,Jigani,3.0,60.0,3,1230.0,4878.048780487805
Super built-up  Area,Jigani,3.0,65.0,3,1221.0,5323.505323505324
Super built-up  Area,Jigani,3.0,75.0,3,1221.0,6142.506142506142
Super built-up  Area,Jigani,3.0,70.0,3,1252.0,5591.054313099042
Super built-up  Area,Jigani,3.0,65.0,3,1221.0,5323.505323505324
Built-up  Area,Jigani,3.0,59.0,3,1252.0,4712.460063897764
Super built-up  Area,Jigani,2.0,39.0,2,939.0,4153.35463258786
Super built-up  Area,Jigani,3.0,70.0,3,1221.0,5733.005733005733
Super built-up  Area,Jigani,3.0,55.0,3,1300.0,4230.7692307692305
Built-up  Area,Jigani,3.0,58.0,3,1231.0,4711.6165718927705
Built-up  Area,Jigani,2.0,48.0,2,943.0,5090.1378579003185
Super built-up  Area,Jigani,2.0,56.0,2,918.0,6100.217864923748
Super built-up  Area,Jigani,3.0,66.0,3,1245.0,5301.204819277108
Super built-up  Area,Jigani,3.0,65.0,3,1221.0,5323.505323505324
Super built-up  Area,Jigani,2.0,49.5,2,943.0,5249.204665959703
Plot  Area,Jinkethimmanahalli,2.0,85.0,2,1200.0,7083.333333333333
Plot  Area,Jnana Ganga Nagar,2.0,95.0,3,1320.0,7196.969696969697
Built-up  Area,Jnanabharathi Layout,3.0,142.0,4,2400.0,5916.666666666667
Super built-up  Area,Judicial Layout,3.0,64.0,3,1300.0,4923.076923076923
Super built-up  Area,Judicial Layout,3.0,162.0,3,2070.0,7826.086956521739
Built-up  Area,Judicial Layout,3.0,155.0,3,1700.0,9117.64705882353
Super built-up  Area,Judicial Layout,2.0,53.0,3,1100.0,4818.181818181818
Super built-up  Area,Judicial Layout,2.0,49.61,2,1165.0,4258.369098712446
Plot  Area,Judicial Layout,4.0,700.0,5,5400.0,12962.962962962964
Plot  Area,Judicial Layout,3.0,162.0,4,1500.0,10800.0
Super built-up  Area,Judicial Layout,2.0,40.0,2,900.0,4444.444444444444
Super built-up  Area,Judicial Layout,4.0,155.0,3,1989.0,7792.860734037205
Built-up  Area,"Judicial Layout, Kanakapura Road, ",3.0,64.0,3,1300.0,4923.076923076923
Built-up  Area,"Judicial Layout, Kanakapura Road, ",3.0,53.0,3,1100.0,4818.181818181818
Built-up  Area,Jyothi Nagar,2.0,42.5,2,959.0,4431.699687174139
Super built-up  Area,KEB Colony,3.0,90.0,3,1500.0,6000.0
Built-up  Area,KR Garden,2.0,63.0,2,925.0,6810.810810810811
Plot  Area,KR Garden,2.0,135.0,2,1200.0,11250.0
Super built-up  Area,KR Garden,2.0,65.0,2,1050.0,6190.476190476191
Super built-up  Area,KR Layout,1.0,40.0,1,950.0,4210.526315789473
Built-up  Area,KR Layout,2.0,41.0,1,1050.0,3904.7619047619046
Built-up  Area,KR Puram,2.0,39.0,2,930.0,4193.548387096775
Super built-up  Area,KR Puram,2.0,42.74,2,1155.0,3700.4329004329006
Super built-up  Area,KR Puram,2.0,46.55,2,1225.0,3800.0
Super built-up  Area,KR Puram,2.0,47.0,2,1100.0,4272.727272727273
Plot  Area,KR Puram,2.0,71.0,2,1200.0,5916.666666666667
Super built-up  Area,KR Puram,3.0,46.0,3,1455.0,3161.512027491409
Built-up  Area,KR Puram,2.0,25.0,2,750.0,3333.3333333333335
Super built-up  Area,KR Puram,2.0,43.0,2,1015.0,4236.453201970443
Super built-up  Area,KR Puram,2.0,86.0,2,1470.0,5850.340136054422
Built-up  Area,KR Puram,1.0,28.0,1,714.0,3921.5686274509803
Super built-up  Area,KR Puram,2.0,51.0,2,1142.0,4465.84938704028
Built-up  Area,KR Puram,2.0,33.45,2,1115.0,3000.0000000000005
Super built-up  Area,KR Puram,2.0,48.0,2,1021.0,4701.273261508325
Built-up  Area,KR Puram,2.0,40.5,2,1035.0,3913.0434782608695
Plot  Area,KR Puram,2.0,71.0,2,1550.0,4580.645161290323
Built-up  Area,KR Puram,2.0,46.0,2,1100.0,4181.818181818182
Super built-up  Area,KR Puram,2.0,49.02,2,1290.0,3800.0
Super built-up  Area,KR Puram,2.0,43.0,2,1100.0,3909.090909090909
Super built-up  Area,KR Puram,2.0,40.0,2,950.0,4210.526315789473
Super built-up  Area,KR Puram,2.0,72.0,2,1156.0,6228.3737024221455
Plot  Area,KR Puram,2.0,60.0,2,1000.0,6000.0
Super built-up  Area,KR Puram,2.0,57.9,3,1930.0,3000.0
Built-up  Area,KR Puram,3.0,60.0,3,1452.0,4132.231404958678
Super built-up  Area,KR Puram,2.0,30.0,2,1001.0,2997.002997002997
Built-up  Area,KR Puram,2.0,40.0,2,750.0,5333.333333333333
Built-up  Area,KR Puram,6.0,85.0,6,2000.0,4250.0
Built-up  Area,KR Puram,2.0,44.5,2,1000.0,4450.0
Super built-up  Area,KR Puram,2.0,47.0,2,1200.0,3916.6666666666665
Plot  Area,KR Puram,1.0,65.0,2,1200.0,5416.666666666667
Super built-up  Area,KR Puram,2.0,67.0,2,1076.0,6226.7657992565055
Super built-up  Area,KR Puram,2.0,43.32,2,1140.0,3800.0
Built-up  Area,KR Puram,6.0,175.0,6,4300.0,4069.767441860465
Super built-up  Area,KR Puram,2.0,42.0,2,1200.0,3500.0
Super built-up  Area,KR Puram,2.0,61.0,3,1430.0,4265.734265734266
Super built-up  Area,KR Puram,2.0,50.0,2,1040.0,4807.692307692308
Built-up  Area,KR Puram,4.0,83.0,4,1200.0,6916.666666666667
Built-up  Area,KR Puram,2.0,22.0,2,734.0,2997.275204359673
Super built-up  Area,KR Puram,2.0,36.0,2,1120.0,3214.285714285714
Super built-up  Area,KR Puram,2.0,42.0,2,1150.0,3652.1739130434785
Built-up  Area,KR Puram,9.0,200.0,9,4600.0,4347.826086956522
Built-up  Area,KR Puram,2.0,55.0,2,1050.0,5238.0952380952385
Carpet  Area,KR Puram,2.0,30.0,2,1057.0,2838.2213812677387
Super built-up  Area,KR Puram,2.0,46.5,2,1085.0,4285.714285714285
Super built-up  Area,KR Puram,3.0,105.0,3,1700.0,6176.470588235294
Super built-up  Area,KR Puram,2.0,72.0,2,1200.0,6000.0
Super built-up  Area,KR Puram,4.0,246.0,4,3628.0,6780.595369349504
Super built-up  Area,KR Puram,2.0,75.0,2,2000.0,3750.0
Super built-up  Area,KR Puram,2.0,45.0,2,1100.0,4090.909090909091
Built-up  Area,KR Puram,2.0,40.0,2,1035.0,3864.7342995169083
Super built-up  Area,KR Puram,2.0,45.0,2,1116.0,4032.2580645161293
Super built-up  Area,KR Puram,2.0,69.0,2,1290.0,5348.837209302325
Super built-up  Area,KR Puram,2.0,57.0,3,1300.0,4384.615384615385
Carpet  Area,KR Puram,2.0,36.38,2,866.28,4199.565960197628
Super built-up  Area,KR Puram,2.0,43.0,2,1096.0,3923.3576642335765
Super built-up  Area,KR Puram,2.0,58.0,2,1204.0,4817.275747508305
Built-up  Area,KR Puram,1.0,21.5,1,700.0,3071.4285714285716
Super built-up  Area,KR Puram,2.0,45.79,2,1205.0,3800.0
Super built-up  Area,KR Puram,3.0,97.0,3,1827.0,5309.250136836344
Built-up  Area,KR Puram,2.0,32.25,2,1075.0,3000.0
Super built-up  Area,KR Puram,2.0,60.0,3,1400.0,4285.714285714285
Built-up  Area,KR Puram,2.0,39.9,2,1100.0,3627.2727272727275
Built-up  Area,KR Puram,6.0,110.0,7,2800.0,3928.5714285714284
Super built-up  Area,KR Puram,2.0,39.0,2,1020.0,3823.529411764706
Plot  Area,KR Puram,2.0,75.0,2,1200.0,6250.0
Super built-up  Area,KR Puram,2.0,60.0,2,1245.0,4819.277108433735
Super built-up  Area,KSRTC Layout,2.0,62.5,2,1200.0,5208.333333333333
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,2.0,56.0,2,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,KUDLU MAIN ROAD,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,Kachanayakanahalli,2.0,35.0,2,861.0,4065.040650406504
Super built-up  Area,Kachanayakanahalli,2.0,34.0,2,827.0,4111.24546553809
Super built-up  Area,Kacharakanahalli,2.0,60.0,2,1256.0,4777.070063694267
Built-up  Area,Kacharakanahalli,3.0,98.0,3,1850.0,5297.2972972972975
Super built-up  Area,Kacharakanahalli,3.0,69.0,3,1400.0,4928.571428571428
Super built-up  Area,Kacharakanahalli,2.0,60.0,2,1256.0,4777.070063694267
Super built-up  Area,Kada Agrahara,2.0,40.0,2,1115.0,3587.4439461883408
Super built-up  Area,Kada Agrahara,2.0,40.0,3,909.0,4400.4400440044
Super built-up  Area,Kada Agrahara,2.0,35.0,2,935.0,3743.3155080213905
Super built-up  Area,Kadabagere,1.0,15.0,2,675.0,2222.222222222222
Plot  Area,Kadabagere,2.0,29.0,1,520.0,5576.923076923077
Super built-up  Area,Kadubeesanahalli,3.0,70.0,3,1665.0,4204.204204204204
Super built-up  Area,Kadubeesanahalli,3.0,115.0,3,1532.0,7506.527415143603
Super built-up  Area,Kadubeesanahalli,2.0,66.0,3,1545.0,4271.844660194175
Super built-up  Area,Kadubeesanahalli,2.0,75.0,3,1424.0,5266.853932584269
Super built-up  Area,Kadubeesanahalli,2.0,93.0,2,1257.0,7398.568019093079
Built-up  Area,Kadubeesanahalli,3.0,80.0,3,1365.0,5860.805860805861
Super built-up  Area,Kadubeesanahalli,2.0,105.0,2,1257.0,8353.221957040572
Built-up  Area,Kadubeesanahalli,2.0,55.0,2,1184.0,4645.27027027027
Super built-up  Area,Kadubeesanahalli,2.0,55.0,2,1185.0,4641.350210970464
Super built-up  Area,Kadubeesanahalli,2.0,78.0,2,1140.0,6842.105263157895
Built-up  Area,Kadugodi,2.0,54.0,3,1260.0,4285.714285714285
Super built-up  Area,Kadugodi,3.0,91.45,3,1762.0,5190.124858115778
Super built-up  Area,Kadugodi,2.0,58.0,2,1198.0,4841.402337228715
Super built-up  Area,Kadugodi,2.0,65.0,3,1580.0,4113.9240506329115
Super built-up  Area,Kadugodi,4.0,127.0,3,1890.0,6719.576719576719
Plot  Area,Kadugodi,4.0,210.0,4,3750.0,5600.0
Super built-up  Area,Kadugodi,3.0,110.0,3,1762.0,6242.905788876277
Super built-up  Area,Kadugodi,3.0,108.0,3,1900.0,5684.210526315789
Super built-up  Area,Kadugodi,2.0,68.2,2,1314.0,5190.258751902587
Super built-up  Area,Kadugodi,2.0,82.0,3,1645.0,4984.802431610942
Built-up  Area,Kadugodi,2.0,45.0,2,1100.0,4090.909090909091
Super built-up  Area,Kadugodi,3.0,75.0,3,1711.0,4383.4015195791935
Super built-up  Area,Kadugodi,2.0,78.0,2,1314.0,5936.07305936073
Super built-up  Area,Kadugodi,3.0,112.0,3,1762.0,6356.413166855846
Super built-up  Area,Kadugodi,2.0,83.0,2,1314.0,6316.590563165905
Super built-up  Area,Kadugodi,2.0,78.0,3,1351.0,5773.501110288675
Super built-up  Area,Kadugodi,2.0,50.0,2,1010.0,4950.495049504951
Super built-up  Area,Kadugodi,4.0,125.0,3,1890.0,6613.756613756614
Super built-up  Area,Kadugodi,2.0,61.0,2,1152.0,5295.138888888889
Super built-up  Area,Kadugodi,2.0,56.0,2,1394.0,4017.2166427546626
Super built-up  Area,Kadugodi,3.0,112.0,3,1762.0,6356.413166855846
Super built-up  Area,Kadugodi,4.0,125.0,3,1890.0,6613.756613756614
Super built-up  Area,Kadugodi,2.0,55.0,3,1430.0,3846.153846153846
Super built-up  Area,Kadugodi,4.0,134.0,4,3000.0,4466.666666666667
Super built-up  Area,Kadugodi,2.0,59.0,3,1614.0,3655.5142503097895
Built-up  Area,Kadugodi,2.0,44.0,2,1088.0,4044.1176470588234
Plot  Area,Kadugodi,2.0,110.0,3,1875.0,5866.666666666667
Super built-up  Area,Kadugodi,2.0,42.0,2,1150.0,3652.1739130434785
Super built-up  Area,Kadugodi,3.0,109.0,3,1762.0,6186.152099886493
Super built-up  Area,Kadugodi,2.0,80.0,2,1314.0,6088.2800608828
Super built-up  Area,Kadugodi,2.0,60.0,2,1196.0,5016.722408026756
Plot  Area,Kadugondanahalli,1.0,45.0,2,800.0,5625.0
Super built-up  Area,Kaggadasapura,2.0,56.0,3,1280.0,4375.0
Built-up  Area,Kaggadasapura,2.0,52.0,2,1275.0,4078.4313725490197
Built-up  Area,Kaggadasapura,4.0,100.0,4,2150.0,4651.162790697675
Super built-up  Area,Kaggadasapura,2.0,42.0,2,1150.0,3652.1739130434785
Super built-up  Area,Kaggadasapura,2.0,53.0,2,1110.0,4774.774774774774
Super built-up  Area,Kaggadasapura,2.0,48.0,2,1060.0,4528.301886792453
Super built-up  Area,Kaggadasapura,3.0,55.5,3,1350.0,4111.111111111111
Super built-up  Area,Kaggadasapura,2.0,42.0,2,1063.0,3951.081843838194
Built-up  Area,Kaggadasapura,2.0,75.0,3,1470.0,5102.040816326531
Super built-up  Area,Kaggadasapura,3.0,58.0,3,1615.0,3591.331269349845
Super built-up  Area,Kaggadasapura,2.0,48.0,2,1050.0,4571.428571428572
Super built-up  Area,Kaggadasapura,2.0,42.0,2,1132.0,3710.2473498233217
Super built-up  Area,Kaggadasapura,2.0,58.0,2,1100.0,5272.727272727273
Super built-up  Area,Kaggadasapura,2.0,50.0,2,1325.0,3773.5849056603774
Super built-up  Area,Kaggadasapura,2.0,53.0,2,1200.0,4416.666666666667
Super built-up  Area,Kaggadasapura,2.0,45.5,2,1035.0,4396.135265700483
Super built-up  Area,Kaggadasapura,1.0,50.0,2,1180.0,4237.28813559322
Built-up  Area,Kaggadasapura,2.0,46.0,2,1140.0,4035.0877192982457
Super built-up  Area,Kaggadasapura,3.0,66.0,3,1340.0,4925.373134328358
Super built-up  Area,Kaggadasapura,2.0,50.0,3,1256.0,3980.891719745223
Built-up  Area,Kaggadasapura,3.0,75.0,3,1500.0,5000.0
Carpet  Area,Kaggadasapura,2.0,43.0,2,1215.0,3539.0946502057614
Super built-up  Area,Kaggadasapura,2.0,48.0,2,1225.0,3918.3673469387754
Super built-up  Area,Kaggadasapura,2.0,75.0,3,1805.0,4155.124653739612
Super built-up  Area,Kaggadasapura,3.0,75.0,3,1540.0,4870.12987012987
Built-up  Area,Kaggadasapura,2.0,45.0,2,1240.0,3629.032258064516
Super built-up  Area,Kaggadasapura,2.0,72.0,3,1560.0,4615.384615384615
Built-up  Area,Kaggadasapura,2.0,58.58,2,1240.0,4724.193548387097
Super built-up  Area,Kaggadasapura,2.0,43.0,2,1000.0,4300.0
Built-up  Area,Kaggadasapura,2.0,48.0,2,1225.0,3918.3673469387754
Built-up  Area,Kaggadasapura,5.0,120.0,3,2500.0,4800.0
Super built-up  Area,Kaggadasapura,2.0,45.0,2,960.0,4687.5
Carpet  Area,Kaggadasapura,2.0,29.5,2,775.0,3806.451612903226
Built-up  Area,Kaggadasapura,2.0,47.0,3,1250.0,3760.0
Super built-up  Area,Kaggadasapura,3.0,75.0,3,1455.0,5154.639175257732
Built-up  Area,Kaggadasapura,2.0,55.0,2,1045.0,5263.1578947368425
Super built-up  Area,Kaggadasapura,3.0,60.0,3,1495.0,4013.3779264214045
Built-up  Area,Kaggadasapura,3.0,70.0,3,1654.0,4232.1644498186215
Built-up  Area,Kaggadasapura,4.0,90.0,4,2150.0,4186.046511627907
Super built-up  Area,Kaggadasapura,2.0,40.0,2,1106.0,3616.6365280289333
Super built-up  Area,Kaggadasapura,2.0,70.0,3,1485.0,4713.804713804714
Super built-up  Area,Kaggadasapura,2.0,50.0,2,1175.0,4255.31914893617
Super built-up  Area,Kaggadasapura,4.0,130.0,4,3000.0,4333.333333333333
Super built-up  Area,Kaggadasapura,2.0,60.0,3,1500.0,4000.0
Super built-up  Area,Kaggadasapura,2.0,39.5,2,1105.0,3574.660633484163
Super built-up  Area,Kaggadasapura,2.0,75.0,3,1500.0,5000.0
Super built-up  Area,Kaggadasapura,2.0,68.0,3,1400.0,4857.142857142857
Built-up  Area,Kaggadasapura,2.0,45.0,2,1150.0,3913.0434782608695
Super built-up  Area,Kaggalipura,2.0,55.0,3,1150.0,4782.608695652174
Super built-up  Area,Kaggalipura,1.0,38.0,1,700.0,5428.571428571428
Super built-up  Area,Kaggalipura,2.0,58.0,3,1210.0,4793.388429752066
Super built-up  Area,Kaggalipura,1.0,36.0,1,700.0,5142.857142857143
Super built-up  Area,Kaggalipura,2.0,48.0,2,950.0,5052.631578947368
Super built-up  Area,Kaggalipura,2.0,60.0,2,1000.0,6000.0
Super built-up  Area,Kaggalipura,2.0,50.0,2,950.0,5263.1578947368425
